burst_id,input_n_peaks,input_shot_sigma_ms,acf_sigma_ms,acf_fwhm_ms,acf_resid_rms,peak_count,peak_rate_per_ms,t90_ms,median_peak_width_ms,mean_peak_width_ms,median_sep_ms,mean_sep_ms,sep_cv,amplitude_entropy,amplitude_gini,profile_modulation_index,psd_slope,peak_threshold_sigma,min_peak_distance_ms,complexity_mode,used_will,will_method,duration_ms,tsamp_ms,dm,nfreq
moderate_n06_r04,6,0.08,0.13884634682149383,0.3269581606745729,0.08739235961559667,12,2.7675276752767526,4.336,0.06705321299337219,0.09460423125559493,0.32,0.41600000000000004,0.7761922755530969,0.7608346169302366,0.530451960686712,18.046711710163056,-2.825620650951117,5.0,0.04,moderate,True,twodim,12.0,0.016,220.0,128
moderate_n06_r05,6,0.08,0.22762227749537284,0.5360095017417011,0.12614947561771733,6,3.205128205128205,1.872,0.15209062241550236,0.14232561721983528,0.336,0.3552,0.16464564759006364,0.8021554584906869,0.4253738345435729,21.286493858348766,-2.912049502297541,5.0,0.04,moderate,True,twodim,12.0,0.016,220.0,128
moderate_n12_r00,12,0.08,0.1425165954432666,0.33560093569937066,0.15370174705537246,12,4.545454545454545,2.64,0.12687993662448707,0.12674575858748577,0.256,0.27490909090909094,0.7530719633157223,0.9081103029156349,0.3186514843868973,15.964196403749048,-2.66096627283096,5.0,0.04,moderate,True,twodim,12.0,0.016,220.0,128
moderate_n12_r01,12,0.08,0.5334356914973614,1.2561450590729322,0.11666292990700086,15,5.41907514450867,2.7680000000000002,0.025699230661103686,0.10093733467371101,0.168,0.23885714285714288,0.9017203097149639,0.9123727608821476,0.3427264757766062,16.074138159909094,-2.7528592355077928,5.0,0.04,moderate,True,twodim,12.0,0.016,220.0,128
moderate_n12_r02,12,0.08,0.5034418934670314,1.1855150622445012,0.10797027947416521,14,4.888268156424581,2.864,0.07996763064095194,0.10176206330419925,0.256,0.24861538461538463,0.6599958708612996,0.9072569018900712,0.34390598483724255,15.94200047365321,-2.7104316809333704,5.0,0.04,moderate,True,twodim,12.0,0.016,220.0,128
moderate_n12_r03,12,0.08,0.3733848876584302,0.8792542179697006,0.1164358231408037,13,2.7449324324324325,4.736,0.15297570430146515,0.1300689269782891,0.376,0.39066666666666666,0.6426812378095552,0.8614914554360139,0.40698738092701703,15.445252083477145,-2.797633196798296,5.0,0.04,moderate,True,twodim,12.0,0.016,220.0,128
moderate_n12_r04,12,0.08,0.11855673059957217,0.27917976568920666,0.053080049625735995,15,2.4801587301587302,6.048,0.10031044839883453,0.11210177833186749,0.30400000000000005,0.4274285714285715,1.1462327030219324,0.8781264180505608,0.4030567014708961,15.387504303345457,-2.830524216881247,5.0,0.04,moderate,True,twodim,12.0,0.016,220.0,128
moderate_n12_r05,12,0.08,0.11300283061176315,0.26610133066981684,0.08332446711585215,15,4.148230088495575,3.616,0.023902161768052793,0.11474969469047618,0.232,0.2845714285714286,0.831286497746004,0.8348695792604098,0.4795324253278894,17.293309816734958,-2.7502184445909656,5.0,0.04,moderate,True,twodim,12.0,0.016,220.0,128
moderate_n24_r00,24,0.08,0.15939216055039823,0.3753398546848691,0.12871846491202665,27,4.753521126760564,5.68,0.020690030793631194,0.08755542466043623,0.20800000000000002,0.23753846153846153,1.2630058445322037,0.899044498288111,0.3947519860459392,12.515951754795362,-2.4278905778189337,5.0,0.04,moderate,True,twodim,12.0,0.016,220.0,128
moderate_n24_r01,24,0.08,0.6284671308891345,1.4799269974608233,0.09185339581943366,23,6.3048245614035086,3.648,0.025361804059195494,0.09467762628881583,0.08,0.18472727272727268,0.9272635653553091,0.9088756531409153,0.33463793283513166,13.7998096128695,-2.4686448148189486,5.0,0.04,moderate,True,twodim,12.0,0.016,220.0,128
moderate_n24_r02,24,0.08,0.11124083048542893,0.26195213745297796,0.08804868587642323,31,6.0927672955974845,5.088,0.014518564184168099,0.07898496468595406,0.184,0.1850666666666667,0.7176949781106146,0.8939222129567808,0.44120536725775383,11.739839062012237,-2.403696914658303,5.0,0.04,moderate,True,twodim,12.0,0.016,220.0,128
moderate_n24_r03,24,0.08,0.5139977780523752,1.210372270859102,0.1471861269542177,25,6.677350427350427,3.744,0.01642440887488192,0.08926949415738486,0.2,0.19466666666666668,0.7132501943531404,0.8679704120572486,0.4852977685427282,14.0375261900093,-2.4586372262213834,5.0,0.04,moderate,True,twodim,12.0,0.016,220.0,128
moderate_n24_r04,24,0.08,0.13118791109544992,0.30892392271330354,0.04554409457734181,30,7.560483870967742,3.968,0.014892515348949928,0.08015816269053265,0.176,0.18868965517241384,0.8036309142164246,0.8529324091845473,0.5048306056151155,13.092927489641765,-2.518674157760638,5.0,0.04,moderate,True,twodim,12.0,0.016,220.0,128
moderate_n24_r05,24,0.08,0.6483851272151664,1.526830294466216,0.08772913946914852,19,7.612179487179487,2.496,0.024165098131919877,0.06676618401425038,0.10400000000000001,0.13955555555555557,0.7858179421006544,0.9364067691276998,0.33158044871904635,15.061733728826477,-2.6394086258807223,5.0,0.04,moderate,True,twodim,12.0,0.016,220.0,128
moderate_n36_r00,36,0.08,0.634705016688858,1.494616095980626,0.12469719609704093,23,7.448186528497409,3.088,0.015979279187149587,0.08681930543550573,0.136,0.17599999999999996,0.7948935447959226,0.924389501993399,0.35775712165229656,13.027918257324163,-2.383946674044163,5.0,0.04,moderate,True,twodim,12.0,0.016,220.0,128
